id,cohort,freq,level,mag,phase
WT-5,WT (mixed C57BL/6:FVB),4.5,40,2.0760803484917,-9.643246089838884
WT-5,WT (mixed C57BL/6:FVB),4.5,50,7.78805964593494,-8.553430415401719
WT-5,WT (mixed C57BL/6:FVB),4.5,60,17.7357343584865,-8.972689418602329
WT-5,WT (mixed C57BL/6:FVB),4.5,70,68.0254615314272,-9.316786483617827
WT-5,WT (mixed C57BL/6:FVB),4.5,80,225.409856776433,-10.515717239251371
WT-5,WT (mixed C57BL/6:FVB),5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),5,30,1.49955646747709,-10.62427861765382
WT-5,WT (mixed C57BL/6:FVB),5,40,3.92385799971614,-10.836025227739151
WT-5,WT (mixed C57BL/6:FVB),5,50,10.4960299658514,-11.043926151876208
WT-5,WT (mixed C57BL/6:FVB),5,60,26.3383972727075,-11.382453983332477
WT-5,WT (mixed C57BL/6:FVB),5,70,76.6564063172883,-12.109647413504256
WT-5,WT (mixed C57BL/6:FVB),5,80,226.536241919436,-13.219047489207677
WT-5,WT (mixed C57BL/6:FVB),5.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),5.5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),5.5,30,1.8738891623341,-13.270463744426149
WT-5,WT (mixed C57BL/6:FVB),5.5,40,5.16202169531055,-12.64137217177886
WT-5,WT (mixed C57BL/6:FVB),5.5,50,12.1467288383169,-13.563081588196628
WT-5,WT (mixed C57BL/6:FVB),5.5,60,28.6622919775431,-13.861143731625322
WT-5,WT (mixed C57BL/6:FVB),5.5,70,75.0530102792666,-14.728411435883286
WT-5,WT (mixed C57BL/6:FVB),5.5,80,212.575482202368,-15.066238606165804
WT-5,WT (mixed C57BL/6:FVB),6,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),6,20,0.885495688084707,-15.381685300323872
WT-5,WT (mixed C57BL/6:FVB),6,30,2.43475660877502,-15.0503726902404
WT-5,WT (mixed C57BL/6:FVB),6,40,6.26454969955561,-15.195112713924296
WT-5,WT (mixed C57BL/6:FVB),6,50,14.4011102435105,-15.304174010213684
WT-5,WT (mixed C57BL/6:FVB),6,60,32.4098269871469,-15.629671473213172
WT-5,WT (mixed C57BL/6:FVB),6,70,72.9460859674753,-16.616961816192717
WT-5,WT (mixed C57BL/6:FVB),6,80,184.34032171402,-17.70854497731759
WT-5,WT (mixed C57BL/6:FVB),6.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),6.5,20,1.23998688925061,-17.72222397995051
WT-5,WT (mixed C57BL/6:FVB),6.5,30,3.43808403169538,-17.618899211716233
WT-5,WT (mixed C57BL/6:FVB),6.5,40,7.86146465838026,-17.78007988124695
WT-5,WT (mixed C57BL/6:FVB),6.5,50,15.4648519022854,-17.868478897714287
WT-5,WT (mixed C57BL/6:FVB),6.5,60,31.9497773635047,-18.170050432312568
WT-5,WT (mixed C57BL/6:FVB),6.5,70,61.4675024316265,-19.22798970499042
WT-5,WT (mixed C57BL/6:FVB),6.5,80,132.625031827649,-20.31173856592343
WT-5,WT (mixed C57BL/6:FVB),7,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),7,20,1.40632259452981,-20.331366433305018
WT-5,WT (mixed C57BL/6:FVB),7,30,3.90805249872538,-20.357599651214084
WT-5,WT (mixed C57BL/6:FVB),7,40,8.18018599334062,-20.351746872572097
WT-5,WT (mixed C57BL/6:FVB),7,50,14.8940511369818,-20.441289565591063
WT-5,WT (mixed C57BL/6:FVB),7,60,27.9606091574532,-20.64784674421475
WT-5,WT (mixed C57BL/6:FVB),7,70,44.9419961010996,-21.68020475586715
WT-5,WT (mixed C57BL/6:FVB),7,80,87.5660654771941,-22.112580395660764
WT-5,WT (mixed C57BL/6:FVB),7.5,10,0.842582678380759,-23.190752456173705
WT-5,WT (mixed C57BL/6:FVB),7.5,20,2.12987451120498,-22.43496738405345
WT-5,WT (mixed C57BL/6:FVB),7.5,30,4.665069818375,-22.43139867457634
WT-5,WT (mixed C57BL/6:FVB),7.5,40,8.32547964357689,-22.26981375299253
WT-5,WT (mixed C57BL/6:FVB),7.5,50,14.6615344688739,-22.148620885637968
WT-5,WT (mixed C57BL/6:FVB),7.5,60,24.334210235804,-22.356087803742952
WT-5,WT (mixed C57BL/6:FVB),7.5,70,31.77098000408,-23.318105609990383
WT-5,WT (mixed C57BL/6:FVB),7.5,80,48.3744085555197,-24.743519587027755
WT-5,WT (mixed C57BL/6:FVB),8,10,0.972289913416584,-25.92143247587723
WT-5,WT (mixed C57BL/6:FVB),8,20,2.03615148163603,-25.51365347348247
WT-5,WT (mixed C57BL/6:FVB),8,30,4.691484413008,-25.439776362799627
WT-5,WT (mixed C57BL/6:FVB),8,40,7.75117140783956,-25.170415511470797
WT-5,WT (mixed C57BL/6:FVB),8,50,12.5695409341855,-24.808453954949545
WT-5,WT (mixed C57BL/6:FVB),8,60,17.2299048519434,-24.888442838725677
WT-5,WT (mixed C57BL/6:FVB),8,70,21.2961938815906,-25.82771657829002
WT-5,WT (mixed C57BL/6:FVB),8,80,25.5506793659581,-27.391623079024868
WT-5,WT (mixed C57BL/6:FVB),8.5,10,1.00680420944069,-29.34034672658696
WT-5,WT (mixed C57BL/6:FVB),8.5,20,3.3396355627086,-28.894272504169713
WT-5,WT (mixed C57BL/6:FVB),8.5,30,4.17368273003917,-28.8059428072681
WT-5,WT (mixed C57BL/6:FVB),8.5,40,5.2529897850046,-28.24215662211776
WT-5,WT (mixed C57BL/6:FVB),8.5,50,7.71372816532603,-27.077593052384938
WT-5,WT (mixed C57BL/6:FVB),8.5,60,11.2014792681464,-27.702159779809826
WT-5,WT (mixed C57BL/6:FVB),8.5,70,13.4041704445355,-28.589675842205807
WT-5,WT (mixed C57BL/6:FVB),8.5,80,15.8803047539979,-29.27801137652672
WT-5,WT (mixed C57BL/6:FVB),9,10,1.0146618621865,-32.18900951900768
WT-5,WT (mixed C57BL/6:FVB),9,20,2.00121107439275,-32.910468908709156
WT-5,WT (mixed C57BL/6:FVB),9,30,3.1199314123973,-32.11044349899156
WT-5,WT (mixed C57BL/6:FVB),9,40,3.16603004164916,-31.16750906604404
WT-5,WT (mixed C57BL/6:FVB),9,50,3.23418296291356,-31.28283737096687
WT-5,WT (mixed C57BL/6:FVB),9,60,6.02140536935,-30.07125278610176
WT-5,WT (mixed C57BL/6:FVB),9,70,3.99869539213715,-30.32136181137685
WT-5,WT (mixed C57BL/6:FVB),9,80,6.3790816486355,-32.06277412007402
WT-5,WT (mixed C57BL/6:FVB),9.5,10,1.08725104992432,-37.065013482048535
WT-5,WT (mixed C57BL/6:FVB),9.5,20,1.41963842865153,-36.76324568410185
WT-5,WT (mixed C57BL/6:FVB),9.5,30,1.69936610694524,-36.124757863422275
WT-5,WT (mixed C57BL/6:FVB),9.5,40,1.86146528754347,-35.6232943529995
WT-5,WT (mixed C57BL/6:FVB),9.5,50,1.81099916257859,-34.90891916567388
WT-5,WT (mixed C57BL/6:FVB),9.5,60,1.4839972383786,-34.495580654204794
WT-5,WT (mixed C57BL/6:FVB),9.5,70,1.66593725758136,-34.80956384900806
WT-5,WT (mixed C57BL/6:FVB),9.5,80,2.28149489470119,-35.883991488067096
WT-5,WT (mixed C57BL/6:FVB),10,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),10,20,0.996344487456946,-31.595315527321468
WT-5,WT (mixed C57BL/6:FVB),10,30,1.20736850533613,-30.239610925925945
WT-5,WT (mixed C57BL/6:FVB),10,40,1.42994138505727,-30.302231284568187
WT-5,WT (mixed C57BL/6:FVB),10,50,1.4048968324454,-30.197830324515337
WT-5,WT (mixed C57BL/6:FVB),10,60,1.37624470729267,-29.094030001136208
WT-5,WT (mixed C57BL/6:FVB),10,70,1.52087123909224,-30.29725205356486
WT-5,WT (mixed C57BL/6:FVB),10,80,1.05374182662346,-32.529902459532806
WT-5,WT (mixed C57BL/6:FVB),10.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),10.5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),10.5,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),10.5,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),10.5,50,1.05399995420952,-33.457944167108565
WT-5,WT (mixed C57BL/6:FVB),10.5,60,1.21449620479663,-35.51420456518218
WT-5,WT (mixed C57BL/6:FVB),10.5,70,1.16479553008493,-35.42356610291165
WT-5,WT (mixed C57BL/6:FVB),10.5,80,1.42185798100264,-35.8733310214153
WT-5,WT (mixed C57BL/6:FVB),11,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),11.5,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),12.5,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),13.5,80,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,10,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,20,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,30,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,40,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,50,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,60,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,70,NA,NA
WT-5,WT (mixed C57BL/6:FVB),14,80,NA,NA
LGR5-1,Lgr5-DTR,2,10,NA,NA
LGR5-1,Lgr5-DTR,2,20,NA,NA
LGR5-1,Lgr5-DTR,2,30,NA,NA
LGR5-1,Lgr5-DTR,2,40,NA,NA
LGR5-1,Lgr5-DTR,2,50,0.83709931324559,2.013045128769928
LGR5-1,Lgr5-DTR,2,60,3.11645003274591,0.47728170336524695
LGR5-1,Lgr5-DTR,2,70,9.80357556532795,-0.21217651481721633
LGR5-1,Lgr5-DTR,2,80,29.5240267109973,-0.25105489128784536
LGR5-1,Lgr5-DTR,2.5,10,NA,NA
LGR5-1,Lgr5-DTR,2.5,20,NA,NA
LGR5-1,Lgr5-DTR,2.5,30,NA,NA
LGR5-1,Lgr5-DTR,2.5,40,NA,NA
LGR5-1,Lgr5-DTR,2.5,50,2.16372026939689,-1.6209458613258252
LGR5-1,Lgr5-DTR,2.5,60,5.29519202371953,-1.2329885720619078
LGR5-1,Lgr5-DTR,2.5,70,13.7547190993425,-2.153740706109761
LGR5-1,Lgr5-DTR,2.5,80,44.8303308110619,-1.4386051611348014
LGR5-1,Lgr5-DTR,3,10,NA,NA
LGR5-1,Lgr5-DTR,3,20,NA,NA
LGR5-1,Lgr5-DTR,3,30,NA,NA
LGR5-1,Lgr5-DTR,3,40,0.734741067556018,-3.041571359469707
LGR5-1,Lgr5-DTR,3,50,2.62397130062477,-3.500151455118047
LGR5-1,Lgr5-DTR,3,60,7.91268487686281,-3.5466972781879766
LGR5-1,Lgr5-DTR,3,70,22.7012155538279,-3.5167745190636324
LGR5-1,Lgr5-DTR,3,80,80.8906736390072,-3.6252211896756585
LGR5-1,Lgr5-DTR,3.5,10,NA,NA
LGR5-1,Lgr5-DTR,3.5,20,NA,NA
LGR5-1,Lgr5-DTR,3.5,30,NA,NA
LGR5-1,Lgr5-DTR,3.5,40,1.0739992032585,-5.9441789848957765
LGR5-1,Lgr5-DTR,3.5,50,4.00914227217775,-5.879122534700295
LGR5-1,Lgr5-DTR,3.5,60,12.5934150659805,-5.801907505353348
LGR5-1,Lgr5-DTR,3.5,70,37.4917764873408,-5.805572903622368
LGR5-1,Lgr5-DTR,3.5,80,133.873678072747,-6.0914717682155795
LGR5-1,Lgr5-DTR,4,10,NA,NA
LGR5-1,Lgr5-DTR,4,20,NA,NA
LGR5-1,Lgr5-DTR,4,30,NA,NA
LGR5-1,Lgr5-DTR,4,40,2.22781753666971,-7.515565377865374
LGR5-1,Lgr5-DTR,4,50,7.50028894299404,-8.466830633811874
LGR5-1,Lgr5-DTR,4,60,18.2442165070808,-7.7320910938896
LGR5-1,Lgr5-DTR,4,70,55.1142319157327,-8.526551444289478
LGR5-1,Lgr5-DTR,4,80,183.690799860015,-8.065374674008332
LGR5-1,Lgr5-DTR,4.5,10,NA,NA
LGR5-1,Lgr5-DTR,4.5,20,NA,NA
LGR5-1,Lgr5-DTR,4.5,30,0.785067859681677,-10.348402344521228
LGR5-1,Lgr5-DTR,4.5,40,3.24697973459566,-10.48191925878567
LGR5-1,Lgr5-DTR,4.5,50,8.3453105278291,-10.553832607973536
LGR5-1,Lgr5-DTR,4.5,60,22.7725849253094,-10.539260527265348
LGR5-1,Lgr5-DTR,4.5,70,73.9809942589607,-10.771157914470589
LGR5-1,Lgr5-DTR,4.5,80,219.079015030637,-11.11288560633687
LGR5-1,Lgr5-DTR,5,10,NA,NA
LGR5-1,Lgr5-DTR,5,20,NA,NA
LGR5-1,Lgr5-DTR,5,30,0.961662785885887,-13.435006825674952
LGR5-1,Lgr5-DTR,5,40,3.11305768612031,-13.350060760746253
LGR5-1,Lgr5-DTR,5,50,7.80503185346839,-13.412821302642698
LGR5-1,Lgr5-DTR,5,60,21.4849568877071,-13.398331176948982
LGR5-1,Lgr5-DTR,5,70,65.4482699942108,-13.656999317829014
LGR5-1,Lgr5-DTR,5,80,181.882963556803,-14.089218863564131
LGR5-1,Lgr5-DTR,5.5,10,NA,NA
LGR5-1,Lgr5-DTR,5.5,20,NA,NA
LGR5-1,Lgr5-DTR,5.5,30,1.14576901403625,-16.0955807181772
LGR5-1,Lgr5-DTR,5.5,40,2.84698825119163,-15.979085915029334
LGR5-1,Lgr5-DTR,5.5,50,7.53831587576483,-15.33267528682638
LGR5-1,Lgr5-DTR,5.5,60,17.0318712100574,-15.971474727553677
LGR5-1,Lgr5-DTR,5.5,70,48.6716049384519,-16.242349106179216
LGR5-1,Lgr5-DTR,5.5,80,132.625620301789,-16.84570211533335
LGR5-1,Lgr5-DTR,6,10,NA,NA
LGR5-1,Lgr5-DTR,6,20,NA,NA
LGR5-1,Lgr5-DTR,6,30,0.873006382533361,-18.465936708013313
LGR5-1,Lgr5-DTR,6,40,2.36797471095378,-17.84566637934058
LGR5-1,Lgr5-DTR,6,50,6.23609917563971,-17.835173231974522
LGR5-1,Lgr5-DTR,6,60,14.0224370168456,-17.703945404710677
LGR5-1,Lgr5-DTR,6,70,37.6006770497588,-17.856292362977786
LGR5-1,Lgr5-DTR,6,80,88.5525224825562,-18.6499116113028
LGR5-1,Lgr5-DTR,6.5,10,NA,NA
LGR5-1,Lgr5-DTR,6.5,20,NA,NA
LGR5-1,Lgr5-DTR,6.5,30,0.962897529516791,-20.53782583343889
LGR5-1,Lgr5-DTR,6.5,40,2.22727657039451,-20.326259811935035
LGR5-1,Lgr5-DTR,6.5,50,5.4800210260534,-20.494128672388516
LGR5-1,Lgr5-DTR,6.5,60,11.1248088150389,-20.311615496407217
LGR5-1,Lgr5-DTR,6.5,70,25.5612802101803,-20.30822072835663
LGR5-1,Lgr5-DTR,6.5,80,53.9435476102708,-21.01345053864341
LGR5-1,Lgr5-DTR,7,10,NA,NA
LGR5-1,Lgr5-DTR,7,20,NA,NA
LGR5-1,Lgr5-DTR,7,30,0.742968394842443,-22.391664492344013
LGR5-1,Lgr5-DTR,7,40,2.38441633246709,-23.18326579895003
LGR5-1,Lgr5-DTR,7,50,5.63816773416279,-22.57837905039872
LGR5-1,Lgr5-DTR,7,60,8.77539117780021,-22.25635029552896
LGR5-1,Lgr5-DTR,7,70,18.433511265929,-22.68387112926243
LGR5-1,Lgr5-DTR,7,80,31.3488328158075,-23.210458869037872
LGR5-1,Lgr5-DTR,7.5,10,NA,NA
LGR5-1,Lgr5-DTR,7.5,20,NA,NA
LGR5-1,Lgr5-DTR,7.5,30,0.826593730557404,-26.80297255533846
LGR5-1,Lgr5-DTR,7.5,40,2.10928594472502,-26.214446604289034
LGR5-1,Lgr5-DTR,7.5,50,4.5481769992459,-25.63272560197861
LGR5-1,Lgr5-DTR,7.5,60,6.95596923292038,-25.045762720594457
LGR5-1,Lgr5-DTR,7.5,70,12.0593440598578,-24.552646206702647
LGR5-1,Lgr5-DTR,7.5,80,21.0301867394947,-24.872805280014333
LGR5-1,Lgr5-DTR,8,10,NA,NA
LGR5-1,Lgr5-DTR,8,20,NA,NA
LGR5-1,Lgr5-DTR,8,30,NA,NA
LGR5-1,Lgr5-DTR,8,40,1.52753845091176,-29.523416727006623
LGR5-1,Lgr5-DTR,8,50,2.98236583820899,-29.20216416922632
LGR5-1,Lgr5-DTR,8,60,4.68268366999459,-28.41542610878416
LGR5-1,Lgr5-DTR,8,70,7.50963852987001,-27.57755359238152
LGR5-1,Lgr5-DTR,8,80,12.5292127699029,-27.619926031716663
LGR5-1,Lgr5-DTR,8.5,10,NA,NA
LGR5-1,Lgr5-DTR,8.5,20,NA,NA
LGR5-1,Lgr5-DTR,8.5,30,NA,NA
LGR5-1,Lgr5-DTR,8.5,40,0.88234272928731,-34.182330419009844
LGR5-1,Lgr5-DTR,8.5,50,1.86017076739198,-33.534380736832325
LGR5-1,Lgr5-DTR,8.5,60,3.06865405354537,-32.662201241828825
LGR5-1,Lgr5-DTR,8.5,70,4.63052315289347,-31.666545842739023
LGR5-1,Lgr5-DTR,8.5,80,7.26417273329951,-31.20498438334763
LGR5-1,Lgr5-DTR,9,10,NA,NA
LGR5-1,Lgr5-DTR,9,20,NA,NA
LGR5-1,Lgr5-DTR,9,30,NA,NA
LGR5-1,Lgr5-DTR,9,40,NA,NA
LGR5-1,Lgr5-DTR,9,50,0.895472269332525,-37.2499543254582
LGR5-1,Lgr5-DTR,9,60,1.6360000301846,-36.66669067235318
LGR5-1,Lgr5-DTR,9,70,2.04320234928186,-35.63147669384015
LGR5-1,Lgr5-DTR,9,80,2.6841223742112,-35.80727183586958
LGR5-1,Lgr5-DTR,9.5,10,NA,NA
LGR5-1,Lgr5-DTR,9.5,20,NA,NA
LGR5-1,Lgr5-DTR,9.5,30,NA,NA
LGR5-1,Lgr5-DTR,9.5,40,NA,NA
LGR5-1,Lgr5-DTR,9.5,50,NA,NA
LGR5-1,Lgr5-DTR,9.5,60,NA,NA
LGR5-1,Lgr5-DTR,9.5,70,1.34848973919453,-40.84121353656703
LGR5-1,Lgr5-DTR,9.5,80,1.64692632953835,-40.53244731262875
LGR5-1,Lgr5-DTR,10,10,NA,NA
LGR5-1,Lgr5-DTR,10,20,NA,NA
LGR5-1,Lgr5-DTR,10,30,NA,NA
LGR5-1,Lgr5-DTR,10,40,NA,NA
LGR5-1,Lgr5-DTR,10,50,NA,NA
LGR5-1,Lgr5-DTR,10,60,NA,NA
LGR5-1,Lgr5-DTR,10,70,NA,NA
LGR5-1,Lgr5-DTR,10,80,0.746461435406181,-36.02093020264987
LGR5-1,Lgr5-DTR,10.5,10,NA,NA
LGR5-1,Lgr5-DTR,10.5,20,NA,NA
LGR5-1,Lgr5-DTR,10.5,30,NA,NA
LGR5-1,Lgr5-DTR,10.5,40,NA,NA
LGR5-1,Lgr5-DTR,10.5,50,NA,NA
LGR5-1,Lgr5-DTR,10.5,60,NA,NA
LGR5-1,Lgr5-DTR,10.5,70,NA,NA
LGR5-1,Lgr5-DTR,10.5,80,NA,NA
LGR5-1,Lgr5-DTR,11,10,NA,NA
LGR5-1,Lgr5-DTR,11,20,NA,NA
LGR5-1,Lgr5-DTR,11,30,NA,NA
LGR5-1,Lgr5-DTR,11,40,NA,NA
LGR5-1,Lgr5-DTR,11,50,NA,NA
LGR5-1,Lgr5-DTR,11,60,NA,NA
LGR5-1,Lgr5-DTR,11,70,NA,NA
LGR5-1,Lgr5-DTR,11,80,NA,NA
LGR5-1,Lgr5-DTR,11.5,10,NA,NA
LGR5-1,Lgr5-DTR,11.5,20,NA,NA
LGR5-1,Lgr5-DTR,11.5,30,NA,NA
LGR5-1,Lgr5-DTR,11.5,40,NA,NA
LGR5-1,Lgr5-DTR,11.5,50,NA,NA
LGR5-1,Lgr5-DTR,11.5,60,NA,NA
LGR5-1,Lgr5-DTR,11.5,70,NA,NA
LGR5-1,Lgr5-DTR,11.5,80,NA,NA
LGR5-1,Lgr5-DTR,12,10,NA,NA
LGR5-1,Lgr5-DTR,12,20,NA,NA
LGR5-1,Lgr5-DTR,12,30,NA,NA
LGR5-1,Lgr5-DTR,12,40,NA,NA
LGR5-1,Lgr5-DTR,12,50,NA,NA
LGR5-1,Lgr5-DTR,12,60,NA,NA
LGR5-1,Lgr5-DTR,12,70,NA,NA
LGR5-1,Lgr5-DTR,12,80,NA,NA
LGR5-1,Lgr5-DTR,12.5,10,NA,NA
LGR5-1,Lgr5-DTR,12.5,20,NA,NA
