id,cohort,freq,level,mag,phase
LGR5-1,Lgr5-DTR,12.5,30,NA,NA
LGR5-1,Lgr5-DTR,12.5,40,NA,NA
LGR5-1,Lgr5-DTR,12.5,50,NA,NA
LGR5-1,Lgr5-DTR,12.5,60,NA,NA
LGR5-1,Lgr5-DTR,12.5,70,NA,NA
LGR5-1,Lgr5-DTR,12.5,80,NA,NA
LGR5-1,Lgr5-DTR,13,10,NA,NA
LGR5-1,Lgr5-DTR,13,20,NA,NA
LGR5-1,Lgr5-DTR,13,30,NA,NA
LGR5-1,Lgr5-DTR,13,40,NA,NA
LGR5-1,Lgr5-DTR,13,50,NA,NA
LGR5-1,Lgr5-DTR,13,60,NA,NA
LGR5-1,Lgr5-DTR,13,70,NA,NA
LGR5-1,Lgr5-DTR,13,80,NA,NA
LGR5-1,Lgr5-DTR,13.5,10,NA,NA
LGR5-1,Lgr5-DTR,13.5,20,NA,NA
LGR5-1,Lgr5-DTR,13.5,30,NA,NA
LGR5-1,Lgr5-DTR,13.5,40,NA,NA
LGR5-1,Lgr5-DTR,13.5,50,NA,NA
LGR5-1,Lgr5-DTR,13.5,60,NA,NA
LGR5-1,Lgr5-DTR,13.5,70,NA,NA
LGR5-1,Lgr5-DTR,13.5,80,NA,NA
LGR5-1,Lgr5-DTR,14,10,NA,NA
LGR5-1,Lgr5-DTR,14,20,NA,NA
LGR5-1,Lgr5-DTR,14,30,NA,NA
LGR5-1,Lgr5-DTR,14,40,NA,NA
LGR5-1,Lgr5-DTR,14,50,NA,NA
LGR5-1,Lgr5-DTR,14,60,NA,NA
LGR5-1,Lgr5-DTR,14,70,NA,NA
LGR5-1,Lgr5-DTR,14,80,NA,NA
LGR5-2,Lgr5-DTR,2,10,NA,NA
LGR5-2,Lgr5-DTR,2,20,NA,NA
LGR5-2,Lgr5-DTR,2,30,NA,NA
LGR5-2,Lgr5-DTR,2,40,NA,NA
LGR5-2,Lgr5-DTR,2,50,0.959299684744999,-1.1130002659512463
LGR5-2,Lgr5-DTR,2,60,3.4012471259354,-1.7667098869346305
LGR5-2,Lgr5-DTR,2,70,13.9063484049515,-1.757531426148502
LGR5-2,Lgr5-DTR,2,80,48.550889874028,-1.8880319446890108
LGR5-2,Lgr5-DTR,2.5,10,NA,NA
LGR5-2,Lgr5-DTR,2.5,20,NA,NA
LGR5-2,Lgr5-DTR,2.5,30,NA,NA
LGR5-2,Lgr5-DTR,2.5,40,NA,NA
LGR5-2,Lgr5-DTR,2.5,50,1.81028052703992,-3.02724507106121
LGR5-2,Lgr5-DTR,2.5,60,6.09961191320475,-3.6496333153075913
LGR5-2,Lgr5-DTR,2.5,70,21.8207093330419,-3.019956589930072
LGR5-2,Lgr5-DTR,2.5,80,77.1762318615988,-3.1554420787901134
LGR5-2,Lgr5-DTR,3,10,NA,NA
LGR5-2,Lgr5-DTR,3,20,NA,NA
LGR5-2,Lgr5-DTR,3,30,NA,NA
LGR5-2,Lgr5-DTR,3,40,1.18345833513705,-5.2820172367959515
LGR5-2,Lgr5-DTR,3,50,2.96543073820258,-5.014902819995975
LGR5-2,Lgr5-DTR,3,60,9.48317704329813,-5.052821183305106
LGR5-2,Lgr5-DTR,3,70,29.3216013285769,-5.204804423242844
LGR5-2,Lgr5-DTR,3,80,108.500330958926,-5.401411489569573
LGR5-2,Lgr5-DTR,3.5,10,NA,NA
LGR5-2,Lgr5-DTR,3.5,20,NA,NA
LGR5-2,Lgr5-DTR,3.5,30,NA,NA
LGR5-2,Lgr5-DTR,3.5,40,1.91246178011152,-7.502532248543372
LGR5-2,Lgr5-DTR,3.5,50,5.3588023632541,-7.446912600309771
LGR5-2,Lgr5-DTR,3.5,60,16.4708925389856,-7.443622711963591
LGR5-2,Lgr5-DTR,3.5,70,53.5764680482305,-7.683143805559215
LGR5-2,Lgr5-DTR,3.5,80,149.835588498211,-7.9288341531390865
LGR5-2,Lgr5-DTR,4,10,NA,NA
LGR5-2,Lgr5-DTR,4,20,NA,NA
LGR5-2,Lgr5-DTR,4,30,0.889132272242672,-9.942020995382842
LGR5-2,Lgr5-DTR,4,40,2.42599028993467,-9.97853834346822
LGR5-2,Lgr5-DTR,4,50,6.80818247562913,-9.727472741603888
LGR5-2,Lgr5-DTR,4,60,22.3972594328269,-9.706181917216057
LGR5-2,Lgr5-DTR,4,70,63.8144134971458,-10.932467400582524
LGR5-2,Lgr5-DTR,4,80,189.672669713949,-10.318690037301687
LGR5-2,Lgr5-DTR,4.5,10,NA,NA
LGR5-2,Lgr5-DTR,4.5,20,NA,NA
LGR5-2,Lgr5-DTR,4.5,30,0.715289547032543,-13.279561719306844
LGR5-2,Lgr5-DTR,4.5,40,2.01817651462017,-13.181033092597866
LGR5-2,Lgr5-DTR,4.5,50,5.95374508702786,-12.860443581025724
LGR5-2,Lgr5-DTR,4.5,60,16.5598050314214,-13.13048608946019
LGR5-2,Lgr5-DTR,4.5,70,52.506607114493,-13.383802836632638
LGR5-2,Lgr5-DTR,4.5,80,162.74468494239,-13.83218131694976
LGR5-2,Lgr5-DTR,5,10,NA,NA
LGR5-2,Lgr5-DTR,5,20,NA,NA
LGR5-2,Lgr5-DTR,5,30,NA,NA
LGR5-2,Lgr5-DTR,5,40,1.40720003091256,-15.5339869117537
LGR5-2,Lgr5-DTR,5,50,4.06778070954493,-15.477587281371582
LGR5-2,Lgr5-DTR,5,60,11.6949941627233,-15.619745689708854
LGR5-2,Lgr5-DTR,5,70,32.7310778327372,-15.862677892700413
LGR5-2,Lgr5-DTR,5,80,98.3312595403334,-16.306350790456897
LGR5-2,Lgr5-DTR,5.5,10,NA,NA
LGR5-2,Lgr5-DTR,5.5,20,NA,NA
LGR5-2,Lgr5-DTR,5.5,30,NA,NA
LGR5-2,Lgr5-DTR,5.5,40,1.07047053066981,-17.564301783016237
LGR5-2,Lgr5-DTR,5.5,50,3.05970809319442,-16.803800420576533
LGR5-2,Lgr5-DTR,5.5,60,8.19893333908868,-17.526424900040823
LGR5-2,Lgr5-DTR,5.5,70,20.7406704286813,-18.017519994831694
LGR5-2,Lgr5-DTR,5.5,80,56.7418724773266,-18.53933674251588
LGR5-2,Lgr5-DTR,6,10,NA,NA
LGR5-2,Lgr5-DTR,6,20,NA,NA
LGR5-2,Lgr5-DTR,6,30,NA,NA
LGR5-2,Lgr5-DTR,6,40,0.881522335778864,-19.814474475451995
LGR5-2,Lgr5-DTR,6,50,2.3118044434487,-18.990158388668256
LGR5-2,Lgr5-DTR,6,60,6.54515148930758,-18.941136867943353
LGR5-2,Lgr5-DTR,6,70,15.9713084184764,-19.220504342493783
LGR5-2,Lgr5-DTR,6,80,36.2264371277426,-20.0290613048578
LGR5-2,Lgr5-DTR,6.5,10,NA,NA
LGR5-2,Lgr5-DTR,6.5,20,NA,NA
LGR5-2,Lgr5-DTR,6.5,30,NA,NA
LGR5-2,Lgr5-DTR,6.5,40,0.790541867609142,-20.94007915951881
LGR5-2,Lgr5-DTR,6.5,50,2.02345341468371,-21.456730814725
LGR5-2,Lgr5-DTR,6.5,60,5.8315912192491,-21.323897686251463
LGR5-2,Lgr5-DTR,6.5,70,13.375968393513,-21.37789695135887
LGR5-2,Lgr5-DTR,6.5,80,25.6749930391697,-22.33957763482484
LGR5-2,Lgr5-DTR,7,10,NA,NA
LGR5-2,Lgr5-DTR,7,20,NA,NA
LGR5-2,Lgr5-DTR,7,30,NA,NA
LGR5-2,Lgr5-DTR,7,40,0.872742082292433,-24.12814076239961
LGR5-2,Lgr5-DTR,7,50,1.98919043985884,-24.01750774803129
LGR5-2,Lgr5-DTR,7,60,4.72259347789238,-23.7581984186321
LGR5-2,Lgr5-DTR,7,70,9.50537287012271,-23.83192035040836
LGR5-2,Lgr5-DTR,7,80,16.483948953516,-24.8902458785388
LGR5-2,Lgr5-DTR,7.5,10,NA,NA
LGR5-2,Lgr5-DTR,7.5,20,NA,NA
LGR5-2,Lgr5-DTR,7.5,30,NA,NA
LGR5-2,Lgr5-DTR,7.5,40,NA,NA
LGR5-2,Lgr5-DTR,7.5,50,1.19486672133252,-26.136192801939902
LGR5-2,Lgr5-DTR,7.5,60,2.86338806164307,-25.69534926066429
LGR5-2,Lgr5-DTR,7.5,70,5.51138046099589,-25.59387247334233
LGR5-2,Lgr5-DTR,7.5,80,8.65160260410202,-26.583764866398784
LGR5-2,Lgr5-DTR,8,10,NA,NA
LGR5-2,Lgr5-DTR,8,20,NA,NA
LGR5-2,Lgr5-DTR,8,30,NA,NA
LGR5-2,Lgr5-DTR,8,40,NA,NA
LGR5-2,Lgr5-DTR,8,50,1.04168785791636,-29.27438106927754
LGR5-2,Lgr5-DTR,8,60,1.72847263600102,-28.712069715157668
LGR5-2,Lgr5-DTR,8,70,3.28812388391204,-28.43921982511953
LGR5-2,Lgr5-DTR,8,80,4.48785374335923,-29.423382142311176
LGR5-2,Lgr5-DTR,8.5,10,NA,NA
LGR5-2,Lgr5-DTR,8.5,20,NA,NA
LGR5-2,Lgr5-DTR,8.5,30,NA,NA
LGR5-2,Lgr5-DTR,8.5,40,NA,NA
LGR5-2,Lgr5-DTR,8.5,50,NA,NA
LGR5-2,Lgr5-DTR,8.5,60,NA,NA
LGR5-2,Lgr5-DTR,8.5,70,0.933389004365255,-31.79735070294029
LGR5-2,Lgr5-DTR,8.5,80,1.65878942259096,-31.910271978272423
LGR5-2,Lgr5-DTR,9,10,NA,NA
LGR5-2,Lgr5-DTR,9,20,NA,NA
LGR5-2,Lgr5-DTR,9,30,NA,NA
LGR5-2,Lgr5-DTR,9,40,NA,NA
LGR5-2,Lgr5-DTR,9,50,NA,NA
LGR5-2,Lgr5-DTR,9,60,NA,NA
LGR5-2,Lgr5-DTR,9,70,NA,NA
LGR5-2,Lgr5-DTR,9,80,NA,NA
LGR5-2,Lgr5-DTR,9.5,10,NA,NA
LGR5-2,Lgr5-DTR,9.5,20,NA,NA
LGR5-2,Lgr5-DTR,9.5,30,NA,NA
LGR5-2,Lgr5-DTR,9.5,40,NA,NA
LGR5-2,Lgr5-DTR,9.5,50,NA,NA
LGR5-2,Lgr5-DTR,9.5,60,NA,NA
LGR5-2,Lgr5-DTR,9.5,70,NA,NA
LGR5-2,Lgr5-DTR,9.5,80,NA,NA
LGR5-2,Lgr5-DTR,10,10,NA,NA
LGR5-2,Lgr5-DTR,10,20,NA,NA
LGR5-2,Lgr5-DTR,10,30,NA,NA
LGR5-2,Lgr5-DTR,10,40,NA,NA
LGR5-2,Lgr5-DTR,10,50,NA,NA
LGR5-2,Lgr5-DTR,10,60,NA,NA
LGR5-2,Lgr5-DTR,10,70,NA,NA
LGR5-2,Lgr5-DTR,10,80,NA,NA
LGR5-2,Lgr5-DTR,10.5,10,NA,NA
LGR5-2,Lgr5-DTR,10.5,20,NA,NA
LGR5-2,Lgr5-DTR,10.5,30,NA,NA
LGR5-2,Lgr5-DTR,10.5,40,NA,NA
LGR5-2,Lgr5-DTR,10.5,50,NA,NA
LGR5-2,Lgr5-DTR,10.5,60,NA,NA
LGR5-2,Lgr5-DTR,10.5,70,NA,NA
LGR5-2,Lgr5-DTR,10.5,80,NA,NA
LGR5-2,Lgr5-DTR,11,10,NA,NA
LGR5-2,Lgr5-DTR,11,20,NA,NA
LGR5-2,Lgr5-DTR,11,30,NA,NA
LGR5-2,Lgr5-DTR,11,40,NA,NA
LGR5-2,Lgr5-DTR,11,50,NA,NA
LGR5-2,Lgr5-DTR,11,60,NA,NA
LGR5-2,Lgr5-DTR,11,70,NA,NA
LGR5-2,Lgr5-DTR,11,80,NA,NA
LGR5-2,Lgr5-DTR,11.5,10,NA,NA
LGR5-2,Lgr5-DTR,11.5,20,NA,NA
LGR5-2,Lgr5-DTR,11.5,30,NA,NA
LGR5-2,Lgr5-DTR,11.5,40,NA,NA
LGR5-2,Lgr5-DTR,11.5,50,NA,NA
LGR5-2,Lgr5-DTR,11.5,60,NA,NA
LGR5-2,Lgr5-DTR,11.5,70,NA,NA
LGR5-2,Lgr5-DTR,11.5,80,NA,NA
LGR5-2,Lgr5-DTR,12,10,NA,NA
LGR5-2,Lgr5-DTR,12,20,NA,NA
LGR5-2,Lgr5-DTR,12,30,NA,NA
LGR5-2,Lgr5-DTR,12,40,NA,NA
LGR5-2,Lgr5-DTR,12,50,NA,NA
LGR5-2,Lgr5-DTR,12,60,NA,NA
LGR5-2,Lgr5-DTR,12,70,NA,NA
LGR5-2,Lgr5-DTR,12,80,NA,NA
LGR5-2,Lgr5-DTR,12.5,10,NA,NA
LGR5-2,Lgr5-DTR,12.5,20,NA,NA
LGR5-2,Lgr5-DTR,12.5,30,NA,NA
LGR5-2,Lgr5-DTR,12.5,40,NA,NA
LGR5-2,Lgr5-DTR,12.5,50,NA,NA
LGR5-2,Lgr5-DTR,12.5,60,NA,NA
LGR5-2,Lgr5-DTR,12.5,70,NA,NA
LGR5-2,Lgr5-DTR,12.5,80,NA,NA
LGR5-2,Lgr5-DTR,13,10,NA,NA
LGR5-2,Lgr5-DTR,13,20,NA,NA
LGR5-2,Lgr5-DTR,13,30,NA,NA
LGR5-2,Lgr5-DTR,13,40,NA,NA
LGR5-2,Lgr5-DTR,13,50,NA,NA
LGR5-2,Lgr5-DTR,13,60,NA,NA
LGR5-2,Lgr5-DTR,13,70,NA,NA
LGR5-2,Lgr5-DTR,13,80,NA,NA
LGR5-2,Lgr5-DTR,13.5,10,NA,NA
LGR5-2,Lgr5-DTR,13.5,20,NA,NA
LGR5-2,Lgr5-DTR,13.5,30,NA,NA
LGR5-2,Lgr5-DTR,13.5,40,NA,NA
LGR5-2,Lgr5-DTR,13.5,50,NA,NA
LGR5-2,Lgr5-DTR,13.5,60,NA,NA
LGR5-2,Lgr5-DTR,13.5,70,NA,NA
LGR5-2,Lgr5-DTR,13.5,80,NA,NA
LGR5-2,Lgr5-DTR,14,10,NA,NA
LGR5-2,Lgr5-DTR,14,20,NA,NA
LGR5-2,Lgr5-DTR,14,30,NA,NA
LGR5-2,Lgr5-DTR,14,40,NA,NA
LGR5-2,Lgr5-DTR,14,50,NA,NA
LGR5-2,Lgr5-DTR,14,60,NA,NA
LGR5-2,Lgr5-DTR,14,70,NA,NA
LGR5-2,Lgr5-DTR,14,80,NA,NA
LGR5-3,Lgr5-DTR,2,10,NA,NA
LGR5-3,Lgr5-DTR,2,20,NA,NA
LGR5-3,Lgr5-DTR,2,30,NA,NA
LGR5-3,Lgr5-DTR,2,40,NA,NA
LGR5-3,Lgr5-DTR,2,50,1.00715711723252,-1.2451487561004333
LGR5-3,Lgr5-DTR,2,60,5.18026337926998,-1.3608077679702677
LGR5-3,Lgr5-DTR,2,70,10.0818963946548,-1.1862974081604225
LGR5-3,Lgr5-DTR,2,80,36.3766704082813,-1.1077639930147387
LGR5-3,Lgr5-DTR,2.5,10,NA,NA
LGR5-3,Lgr5-DTR,2.5,20,NA,NA
LGR5-3,Lgr5-DTR,2.5,30,NA,NA
LGR5-3,Lgr5-DTR,2.5,40,0.920959599906603,-2.6762934632974207
LGR5-3,Lgr5-DTR,2.5,50,2.16923655107146,-2.6104358580041125
LGR5-3,Lgr5-DTR,2.5,60,6.230759040892,-2.2647547176830356
LGR5-3,Lgr5-DTR,2.5,70,19.0421751669893,-2.886873648164275
LGR5-3,Lgr5-DTR,2.5,80,64.6404059889503,-1.991734253900891
LGR5-3,Lgr5-DTR,3,10,NA,NA
LGR5-3,Lgr5-DTR,3,20,NA,NA
LGR5-3,Lgr5-DTR,3,30,NA,NA
LGR5-3,Lgr5-DTR,3,40,0.806467093050498,-4.529152159511327
LGR5-3,Lgr5-DTR,3,50,2.15356643963896,-4.451506661782174
LGR5-3,Lgr5-DTR,3,60,7.74454904850479,-3.8760730911269863
LGR5-3,Lgr5-DTR,3,70,26.5897278327711,-3.886756149335856
LGR5-3,Lgr5-DTR,3,80,101.481446124825,-4.001741526390551
LGR5-3,Lgr5-DTR,3.5,10,NA,NA
LGR5-3,Lgr5-DTR,3.5,20,NA,NA
LGR5-3,Lgr5-DTR,3.5,30,NA,NA
LGR5-3,Lgr5-DTR,3.5,40,0.957260491313293,-5.657440715102688
LGR5-3,Lgr5-DTR,3.5,50,3.91892586043294,-6.569722648543033
LGR5-3,Lgr5-DTR,3.5,60,11.7559002115167,-6.430311738072419
LGR5-3,Lgr5-DTR,3.5,70,43.6640523326851,-6.327650402392362
LGR5-3,Lgr5-DTR,3.5,80,155.563078804401,-6.546737100789342
LGR5-3,Lgr5-DTR,4,10,NA,NA
LGR5-3,Lgr5-DTR,4,20,NA,NA
LGR5-3,Lgr5-DTR,4,30,NA,NA
LGR5-3,Lgr5-DTR,4,40,1.4344472289296,-7.897461696557235
LGR5-3,Lgr5-DTR,4,50,5.36679954089179,-8.714715834425203
LGR5-3,Lgr5-DTR,4,60,13.977987913363,-8.884722731270717
LGR5-3,Lgr5-DTR,4,70,51.9859192254052,-9.217311605319209
LGR5-3,Lgr5-DTR,4,80,177.779878369335,-9.535309706666192
LGR5-3,Lgr5-DTR,4.5,10,NA,NA
LGR5-3,Lgr5-DTR,4.5,20,NA,NA
LGR5-3,Lgr5-DTR,4.5,30,NA,NA
LGR5-3,Lgr5-DTR,4.5,40,1.87854752791543,-10.782629127163393
LGR5-3,Lgr5-DTR,4.5,50,4.91625013297918,-10.84009882978985
LGR5-3,Lgr5-DTR,4.5,60,15.4609283674266,-11.998744871224948
LGR5-3,Lgr5-DTR,4.5,70,51.5234707651314,-11.537946468168892
LGR5-3,Lgr5-DTR,4.5,80,177.552381011572,-11.961042401681745
LGR5-3,Lgr5-DTR,5,10,NA,NA
LGR5-3,Lgr5-DTR,5,20,NA,NA
LGR5-3,Lgr5-DTR,5,30,NA,NA
LGR5-3,Lgr5-DTR,5,40,2.37965502602053,-12.91445300593634
LGR5-3,Lgr5-DTR,5,50,6.54533514692311,-13.70434483403641
LGR5-3,Lgr5-DTR,5,60,17.7435351132009,-13.906737153473443
LGR5-3,Lgr5-DTR,5,70,46.32134533279,-14.268846673711964
LGR5-3,Lgr5-DTR,5,80,150.089552053332,-14.720557788706454
LGR5-3,Lgr5-DTR,5.5,10,NA,NA
LGR5-3,Lgr5-DTR,5.5,20,NA,NA
LGR5-3,Lgr5-DTR,5.5,30,NA,NA
LGR5-3,Lgr5-DTR,5.5,40,2.2729601322044,-16.058045104478097
LGR5-3,Lgr5-DTR,5.5,50,5.32554136856916,-16.361750540160298
LGR5-3,Lgr5-DTR,5.5,60,14.8751084129612,-16.17869127957844
LGR5-3,Lgr5-DTR,5.5,70,44.499598427004,-16.585284807806374
LGR5-3,Lgr5-DTR,5.5,80,131.797856960621,-17.21408362688211
LGR5-3,Lgr5-DTR,6,10,NA,NA
LGR5-3,Lgr5-DTR,6,20,NA,NA
LGR5-3,Lgr5-DTR,6,30,NA,NA
LGR5-3,Lgr5-DTR,6,40,2.30143871861705,-17.909391829591087
LGR5-3,Lgr5-DTR,6,50,5.45713813434374,-17.901917153093837
LGR5-3,Lgr5-DTR,6,60,14.8704357799283,-17.96704358226161
LGR5-3,Lgr5-DTR,6,70,33.7564647068524,-18.451338785394544
LGR5-3,Lgr5-DTR,6,80,92.5651053878747,-19.08974796555135
LGR5-3,Lgr5-DTR,6.5,10,NA,NA
LGR5-3,Lgr5-DTR,6.5,20,NA,NA
LGR5-3,Lgr5-DTR,6.5,30,0.872742344859943,-20.604404011978136
LGR5-3,Lgr5-DTR,6.5,40,2.17255316077273,-20.50486745082494
LGR5-3,Lgr5-DTR,6.5,50,4.99552374011237,-20.490281203997775
LGR5-3,Lgr5-DTR,6.5,60,10.5064788033774,-20.369427377711386
LGR5-3,Lgr5-DTR,6.5,70,23.0524394772797,-20.83354416318392
LGR5-3,Lgr5-DTR,6.5,80,52.2060159222382,-21.556315646448223
LGR5-3,Lgr5-DTR,7,10,NA,NA
LGR5-3,Lgr5-DTR,7,20,NA,NA
LGR5-3,Lgr5-DTR,7,30,NA,NA
LGR5-3,Lgr5-DTR,7,40,1.72801696460536,-24.05990715637328
LGR5-3,Lgr5-DTR,7,50,3.66229201245744,-23.760658148746163
LGR5-3,Lgr5-DTR,7,60,7.61148120760653,-23.434737448199183
LGR5-3,Lgr5-DTR,7,70,12.5300955678815,-23.51939402838121
LGR5-3,Lgr5-DTR,7,80,22.0899649993461,-24.145758995714584
LGR5-3,Lgr5-DTR,7.5,10,NA,NA
LGR5-3,Lgr5-DTR,7.5,20,NA,NA
LGR5-3,Lgr5-DTR,7.5,30,NA,NA
LGR5-3,Lgr5-DTR,7.5,40,0.909009110905489,-26.3037681625916
LGR5-3,Lgr5-DTR,7.5,50,2.37523084827892,-26.491533445349393
LGR5-3,Lgr5-DTR,7.5,60,4.83497881588597,-26.16276525118537
LGR5-3,Lgr5-DTR,7.5,70,8.01123393481122,-25.87606048380373
LGR5-3,Lgr5-DTR,7.5,80,11.3396090515929,-26.398585347154864
LGR5-3,Lgr5-DTR,8,10,NA,NA
LGR5-3,Lgr5-DTR,8,20,NA,NA
LGR5-3,Lgr5-DTR,8,30,NA,NA
LGR5-3,Lgr5-DTR,8,40,NA,NA
LGR5-3,Lgr5-DTR,8,50,1.04398542800328,-30.518630023579476
LGR5-3,Lgr5-DTR,8,60,1.94239321066256,-29.648696187427387
LGR5-3,Lgr5-DTR,8,70,3.95026847501539,-29.234111997817568
LGR5-3,Lgr5-DTR,8,80,5.52737602899537,-29.78633985980394
LGR5-3,Lgr5-DTR,8.5,10,NA,NA
LGR5-3,Lgr5-DTR,8.5,20,NA,NA
LGR5-3,Lgr5-DTR,8.5,30,NA,NA
LGR5-3,Lgr5-DTR,8.5,40,NA,NA
LGR5-3,Lgr5-DTR,8.5,50,NA,NA
LGR5-3,Lgr5-DTR,8.5,60,NA,NA
LGR5-3,Lgr5-DTR,8.5,70,0.999028054370573,-32.4000523076348
LGR5-3,Lgr5-DTR,8.5,80,1.56911036462038,-33.4552426384259
LGR5-3,Lgr5-DTR,9,10,NA,NA
LGR5-3,Lgr5-DTR,9,20,NA,NA
LGR5-3,Lgr5-DTR,9,30,NA,NA
LGR5-3,Lgr5-DTR,9,40,NA,NA
LGR5-3,Lgr5-DTR,9,50,NA,NA
LGR5-3,Lgr5-DTR,9,60,NA,NA
LGR5-3,Lgr5-DTR,9,70,0.716347012750233,-28.84985803517257
LGR5-3,Lgr5-DTR,9,80,1.11033097570543,-29.00291267087251
LGR5-3,Lgr5-DTR,9.5,10,NA,NA
LGR5-3,Lgr5-DTR,9.5,20,NA,NA
LGR5-3,Lgr5-DTR,9.5,30,NA,NA
LGR5-3,Lgr5-DTR,9.5,40,NA,NA
LGR5-3,Lgr5-DTR,9.5,50,NA,NA
LGR5-3,Lgr5-DTR,9.5,60,NA,NA
LGR5-3,Lgr5-DTR,9.5,70,NA,NA
LGR5-3,Lgr5-DTR,9.5,80,0.753122308626568,-32.63834419827862
LGR5-3,Lgr5-DTR,10,10,NA,NA
LGR5-3,Lgr5-DTR,10,20,NA,NA
LGR5-3,Lgr5-DTR,10,30,NA,NA
LGR5-3,Lgr5-DTR,10,40,NA,NA
LGR5-3,Lgr5-DTR,10,50,NA,NA
LGR5-3,Lgr5-DTR,10,60,NA,NA
LGR5-3,Lgr5-DTR,10,70,NA,NA
LGR5-3,Lgr5-DTR,10,80,NA,NA
LGR5-3,Lgr5-DTR,10.5,10,NA,NA
LGR5-3,Lgr5-DTR,10.5,20,NA,NA
LGR5-3,Lgr5-DTR,10.5,30,NA,NA
LGR5-3,Lgr5-DTR,10.5,40,NA,NA
LGR5-3,Lgr5-DTR,10.5,50,NA,NA
LGR5-3,Lgr5-DTR,10.5,60,NA,NA
LGR5-3,Lgr5-DTR,10.5,70,NA,NA
LGR5-3,Lgr5-DTR,10.5,80,NA,NA
LGR5-3,Lgr5-DTR,11,10,NA,NA
LGR5-3,Lgr5-DTR,11,20,NA,NA
LGR5-3,Lgr5-DTR,11,30,NA,NA
LGR5-3,Lgr5-DTR,11,40,NA,NA
LGR5-3,Lgr5-DTR,11,50,NA,NA
LGR5-3,Lgr5-DTR,11,60,NA,NA
LGR5-3,Lgr5-DTR,11,70,NA,NA
LGR5-3,Lgr5-DTR,11,80,NA,NA
LGR5-3,Lgr5-DTR,11.5,10,NA,NA
LGR5-3,Lgr5-DTR,11.5,20,NA,NA
LGR5-3,Lgr5-DTR,11.5,30,NA,NA
LGR5-3,Lgr5-DTR,11.5,40,NA,NA
LGR5-3,Lgr5-DTR,11.5,50,NA,NA
LGR5-3,Lgr5-DTR,11.5,60,NA,NA
LGR5-3,Lgr5-DTR,11.5,70,NA,NA
LGR5-3,Lgr5-DTR,11.5,80,NA,NA
LGR5-3,Lgr5-DTR,12,10,NA,NA
LGR5-3,Lgr5-DTR,12,20,NA,NA
LGR5-3,Lgr5-DTR,12,30,NA,NA
LGR5-3,Lgr5-DTR,12,40,NA,NA
LGR5-3,Lgr5-DTR,12,50,NA,NA
LGR5-3,Lgr5-DTR,12,60,NA,NA
LGR5-3,Lgr5-DTR,12,70,NA,NA
LGR5-3,Lgr5-DTR,12,80,NA,NA
LGR5-3,Lgr5-DTR,12.5,10,NA,NA
LGR5-3,Lgr5-DTR,12.5,20,NA,NA
LGR5-3,Lgr5-DTR,12.5,30,NA,NA
LGR5-3,Lgr5-DTR,12.5,40,NA,NA
LGR5-3,Lgr5-DTR,12.5,50,NA,NA
LGR5-3,Lgr5-DTR,12.5,60,NA,NA
LGR5-3,Lgr5-DTR,12.5,70,NA,NA
LGR5-3,Lgr5-DTR,12.5,80,NA,NA
LGR5-3,Lgr5-DTR,13,10,NA,NA
LGR5-3,Lgr5-DTR,13,20,NA,NA
LGR5-3,Lgr5-DTR,13,30,NA,NA
LGR5-3,Lgr5-DTR,13,40,NA,NA
LGR5-3,Lgr5-DTR,13,50,NA,NA
LGR5-3,Lgr5-DTR,13,60,NA,NA
LGR5-3,Lgr5-DTR,13,70,NA,NA
LGR5-3,Lgr5-DTR,13,80,NA,NA
LGR5-3,Lgr5-DTR,13.5,10,NA,NA
LGR5-3,Lgr5-DTR,13.5,20,NA,NA
LGR5-3,Lgr5-DTR,13.5,30,NA,NA
LGR5-3,Lgr5-DTR,13.5,40,NA,NA
LGR5-3,Lgr5-DTR,13.5,50,NA,NA
LGR5-3,Lgr5-DTR,13.5,60,NA,NA
LGR5-3,Lgr5-DTR,13.5,70,NA,NA
LGR5-3,Lgr5-DTR,13.5,80,NA,NA
LGR5-3,Lgr5-DTR,14,10,NA,NA
LGR5-3,Lgr5-DTR,14,20,NA,NA
LGR5-3,Lgr5-DTR,14,30,NA,NA
LGR5-3,Lgr5-DTR,14,40,NA,NA
LGR5-3,Lgr5-DTR,14,50,NA,NA
LGR5-3,Lgr5-DTR,14,60,NA,NA
LGR5-3,Lgr5-DTR,14,70,NA,NA
LGR5-3,Lgr5-DTR,14,80,NA,NA
LGR5-4,Lgr5-DTR,2,10,NA,NA
LGR5-4,Lgr5-DTR,2,20,NA,NA
LGR5-4,Lgr5-DTR,2,30,NA,NA
